work_0,idle0,heavy_0,work_1,idle1,heavy_1,work_2,idle2,heavy_2,work_3,idle3,heavy_3,chunktime, total_idle, total_heavy
0.0014762,5.4600067e-05,807,0.0014302,0.00010060007,741,0.0013895,0.00014130003,725,0.0013785,0.0001523,394,0.0015308,0.00044880016,2667
0.0014372,0.000113000046,795,0.0013916,0.00015860004,800,0.0013637,0.00018650002,701,0.001353,0.00019719999,371,0.0015502,0.0006553001,2667
0.0014496,5.7599973e-05,793,0.0014039,0.00010329997,755,0.0013653,0.00014189992,735,0.0013534,0.0001538,384,0.0015072,0.00045659987,2667
0.0014495,0.00012390001,782,0.0014025,0.00017090002,738,0.0013753,0.0001981,770,0.0013663,0.00020709995,377,0.0015734,7e-04,2667
0.0014434,0.00011799997,788,0.0013778,0.0001836,751,0.001376,0.00018540001,742,0.0013638,0.00019759999,386,0.0015614,0.0006846,2667
0.0014791,0.00018860004,768,0.0014429,0.00022479997,787,0.0014295,0.00023820007,677,0.0014367,0.00023100001,435,0.0016677,0.0008826001,2667
0.0014395,0.00014859997,791,0.0013949,0.00019319996,760,0.0013684,0.00021970004,734,0.0013651,0.00022299995,382,0.0015881,0.0007844999,2667
0.0014197,0.00014310004,775,0.0014145,0.00014830008,766,0.001365,0.0001978,753,0.0013526,0.00021019997,373,0.0015628,0.0006994001,2667
0.0014218,0.00014679995,772,0.0014177,0.00015089998,788,0.0013718,0.00019679999,726,0.0013619,0.00020669994,381,0.0015686,0.00070119987,2667
0.0014164,6.3300016e-05,799,0.0014123,6.739993e-05,776,0.001367,0.00011269993,712,0.0013553,0.00012440002,380,0.0014797,0.0003677999,2667
0.001431,0.00014740007,780,0.0014272,0.00015119999,780,0.0013808,0.00019759999,729,0.0013639,0.0002145,378,0.0015784,0.00071070006,2667
0.0014166,0.00014290004,773,0.0014128,0.00014669995,780,0.0013655,0.00019399996,745,0.0013543,0.00020520005,369,0.0015595,0.0006888,2667
0.0014347,0.00014090003,752,0.0014313,0.00014430005,797,0.0013823,0.00019329996,746,0.0013713,0.00020430004,372,0.0015756,0.0006828001,2667
0.0014338,0.00014869997,805,0.00143,0.0001525,791,0.0013698,0.00021269999,716,0.0013698,0.00021269999,355,0.0015825,0.00072659994,2667
0.0014209,0.00014380005,769,0.0014169,0.00014780008,791,0.0013696,0.00019510009,734,0.0013528,0.00021189998,373,0.0015647,0.0006986002,2667
0.0014936,6.1800005e-05,808,0.0014904,6.499991e-05,846,0.001433,0.0001224,439,0.0014352,0.000120199984,574,0.0015554,0.0003693999,2667
0.0014297,0.00011260004,767,0.0014257,0.00011659996,806,0.0013594,0.0001829,741,0.0013491,0.00019319996,353,0.0015423,0.00060529995,2667
0.001418,5.989999e-05,786,0.0014143,6.360002e-05,768,0.0013675,0.00011039991,742,0.0013322,0.00014569995,371,0.0014779,0.00037959986,2667
0.0014239,0.00011489994,806,0.0014201,0.00011869997,791,0.0013511,0.00018769992,706,0.0013385,0.00020030001,364,0.0015388,0.00062159984,2667
0.0014325,5.4400065e-05,768,0.001428,5.8899983e-05,781,0.0013812,0.00010569999,745,0.0013435,0.00014340004,373,0.0014869,0.00036240008,2667
0.001431,0.00011180004,760,0.001426,0.00011679996,791,0.0013666,0.00017619994,729,0.0013224,0.00022039993,387,0.0015428,0.0006251999,2667
0.0014282,9.899994e-05,793,0.0014244,0.00010279997,788,0.001378,0.00014919997,716,0.0013387,0.00018850004,370,0.0015272,0.0005394999,2667
0.0014218,0.00011539995,806,0.0014185,0.00011869997,775,0.001369,0.0001682,729,0.0013232,0.000214,357,0.0015372,0.0006162999,2667
0.0014248,0.00011599995,762,0.0014212,0.00011959998,789,0.0013581,0.0001827,743,0.0013463,0.00019449997,373,0.0015408,0.0006127999,2667
0.0014555,8.529995e-05,797,0.0014509,8.9899986e-05,768,0.0014048,0.00013599999,719,0.0013686,0.00017220003,383,0.0015408,0.00048339996,2667
0.0014776,5.999999e-05,773,0.0014732,6.439991e-05,774,0.0014003,0.0001373,728,0.0013877,0.00014989998,392,0.0015376,0.00041159987,2667
0.001487,0.00015819992,738,0.0015546,9.059999e-05,842,0.0014746,0.0001705999,606,0.0014848,0.00016039994,481,0.0016452,0.00057979976,2667
0.0014474,0.00016000005,763,0.0014405,0.00016689999,778,0.0013865,0.00022090005,736,0.0013735,0.00023390003,390,0.0016074,0.00078170013,2667
0.0014552,6.729993e-05,759,0.0014511,7.139996e-05,770,0.0014024,0.00012009998,728,0.0013696,0.0001529,410,0.0015225,0.00041169988,2667
0.0015079,6.680004e-05,779,0.0014476,0.00012710004,666,0.0014488,0.00012590003,773,0.0014495,0.00012520002,449,0.0015747,0.00044500013,2667
0.0014459,0.00019340008,772,0.0014907,0.00014860008,807,0.0014289,0.00021039997,422,0.0014315,0.00020780007,666,0.0016393,0.0007602002,2667
0.0014482,0.00014230004,756,0.0014448,0.00014570006,756,0.0013962,0.00019429997,754,0.0013802,0.00021029997,401,0.0015905,0.00069260004,2667
0.0014529,0.00014509994,756,0.0014486,0.00014939997,786,0.0013968,0.0002011999,732,0.0013878,0.00021019997,393,0.001598,0.0007058998,2667
0.0015731,0.00013569999,860,0.0015699,0.00013890001,821,0.0014832,0.00022559997,485,0.0014862,0.00022259995,501,0.0017088,0.0007227999,2667
0.0016134,0.00013020006,850,0.0016108,0.00013279996,855,0.0014743,0.00026929996,446,0.001548,0.00019559998,516,0.0017436,0.00072789995,2667
0.0016054,6.0799997e-05,850,0.0016032,6.3000014e-05,804,0.0015347,0.00013149995,498,0.0015343,0.00013189996,515,0.0016662,0.00038719992,2667
0.0015582,8.819997e-05,820,0.0015538,9.260001e-05,837,0.001499,0.00014739996,445,0.0015006,0.00014579995,565,0.0016464,0.00047399988,2667
0.0014972,6.520003e-05,783,0.0014933,6.910006e-05,782,0.0014409,0.000121499994,720,0.0014393,0.0001231,382,0.0015624,0.0003789001,2667
0.001497,0.00015530002,733,0.001493,0.00015930005,778,0.001426,0.00022629998,753,0.0014084,0.0002439,403,0.0016523,0.00078480004,2667
0.001496,0.00015650003,772,0.0014897,0.00016279996,758,0.0014404,0.00021209999,751,0.0013991,0.00025340007,386,0.0016525,0.00078480004,2667
0.0014923,0.00014660007,778,0.0014886,0.00015029998,770,0.0014261,0.00021279999,731,0.0014139,0.00022499997,388,0.0016389,0.0007347,2667
0.0015006,0.00014519994,778,0.0014958,0.00014999998,783,0.0014468,0.000199,714,0.0014051,0.00024069997,392,0.0016458,0.0007348999,2667
0.0014989,0.00015750004,775,0.0014958,0.00016060006,795,0.0014479,0.00020850007,740,0.0014091,0.00024730002,357,0.0016564,0.0007739002,2667
0.0014993,0.00014579995,774,0.0014952,0.00014989998,772,0.0014457,0.0001994,741,0.0014304,0.0002147,380,0.0016451,0.00070979993,2667
0.0014971,0.00016379997,792,0.0014935,0.0001674,772,0.0014292,0.0002316999,713,0.0014161,0.0002448,390,0.0016609,0.00080769986,2667
0.0014917,6.390002e-05,785,0.0014884,6.719993e-05,759,0.0014406,0.000114999944,734,0.0013993,0.00015630003,389,0.0015556,0.00040239992,2667
0.0015971,9.759993e-05,857,0.0015478,0.00014689995,585,0.001517,0.00017769996,446,0.0015408,0.00015390001,779,0.0016947,0.00057609985,2667
0.0015355,0.00010459998,773,0.0015324,0.000107700005,803,0.0014139,0.00022619998,715,0.0014007,0.00023940008,376,0.0016401,0.00067790004,2667
0.0015296,9.2e-05,775,0.0015211,0.00010049995,806,0.00146,0.00016159995,701,0.0014183,0.00020330003,385,0.0016216,0.00055739994,2667
0.0015436,0.00012079999,794,0.0015405,0.00012390001,754,0.0014925,0.00017190003,749,0.0014573,0.00020709995,370,0.0016644,0.0006237,2667
0.0015441,5.7799974e-05,777,0.0015397,6.220001e-05,792,0.0014914,0.00011050003,725,0.0014516,0.00015029998,373,0.0016019,0.0003808,2667
0.0015407,0.0001219,789,0.0015377,0.00012490002,739,0.0014705,0.00019209995,739,0.0014566,0.00020599994,400,0.0016626,0.0006448999,2667
0.0015405,0.00011500006,778,0.0015361,0.00011939998,791,0.0014893,0.00016619998,747,0.0014531,0.00020240003,351,0.0016555,0.00060300005,2667
0.0015335,0.0001688,790,0.0015297,0.00017260003,780,0.0014851,0.00021720002,732,0.0014439,0.0002584,365,0.0017023,0.00081700005,2667
0.0015389,0.00012099999,783,0.0015349,0.0001249999,768,0.0014914,0.0001685,737,0.0014229,0.00023699994,379,0.0016599,0.00065149984,2667
0.0015323,7.800001e-05,771,0.0015276,8.270005e-05,798,0.0014827,0.00012760004,730,0.00144,0.00017030002,368,0.0016103,0.00045860012,2667
0.0015691,0.00016980001,767,0.0016363,0.000102599966,784,0.0015547,0.0001842,532,0.0015649,0.00017399993,584,0.0017389,0.0006305999,2667
0.0015511,6.809994e-05,773,0.0015434,7.5799995e-05,792,0.0014813,0.0001379,717,0.0014986,0.00012059999,385,0.0016192,0.00040239992,2667
0.0014265,0.00015989994,723,0.0014635,0.0001229,769,0.0014622,0.00012420001,779,0.0013955,0.00019089994,396,0.0015864,0.0005978999,2667
0.0014278,0.00015420001,740,0.001463,0.00011900009,787,0.0014616,0.0001204001,760,0.0013856,0.0001964001,380,0.001582,0.0005900003,2667
0.0014431,0.00017219991,729,0.001483,0.00013229996,812,0.0014127,0.00020259991,738,0.0014001,0.00021520001,388,0.0016153,0.0007222998,2667
0.001434,0.00018139998,734,0.0014968,0.00011859997,796,0.0014332,0.00018219999,780,0.0014009,0.0002145,357,0.0016154,0.00069669995,2667
0.0014463,0.00015930005,738,0.001485,0.00012059999,796,0.0014179,0.00018770003,757,0.0014059,0.0001997,376,0.0016056,0.0006673001,2667
0.0014477,0.0001691,761,0.0014881,0.00012869993,768,0.001418,0.0001988,749,0.0014038,0.00021299999,389,0.0016168,0.00070959993,2667
0.0014404,0.00016189995,744,0.0014812,0.00012109999,778,0.0014194,0.0001829,751,0.0013911,0.00021119998,394,0.0016023,0.0006770999,2667
0.0014611,0.000105500105,754,0.0014964,7.020007e-05,767,0.0014281,0.0001385,758,0.0014145,0.00015210011,388,0.0015666,0.0004663003,2667
0.0015812,0.000112499925,763,0.0016219,7.1799965e-05,855,0.001567,0.00012669992,517,0.0015677,0.00012600003,532,0.0016937,0.00043699984,2667
0.0014438,0.0001249999,745,0.0014974,7.139996e-05,793,0.001434,0.00013479998,717,0.0014423,0.00012649992,412,0.0015688,0.00045769976,2667
0.0014499,0.00010429998,755,0.0014828,7.139996e-05,791,0.0014303,0.00012390001,731,0.0014269,0.00012729992,390,0.0015542,0.00042689987,2667
0.0014828,0.00011320005,735,0.001522,7.40001e-05,780,0.0014619,0.00013410009,759,0.001459,0.000137,393,0.001596,0.00045830023,2667
0.0014564,0.00019699999,764,0.0014918,0.00016160007,748,0.0014362,0.00021720002,752,0.0014322,0.00022120005,403,0.0016534,0.00079700013,2667
0.0014969,0.0001994,732,0.0015336,0.00016269996,780,0.0014682,0.00022809999,774,0.0014537,0.00024259998,381,0.0016963,0.00083279994,2667
0.0014964,0.00019649998,728,0.0015327,0.00016019994,793,0.001467,0.00022589997,750,0.0014534,0.00023949996,396,0.0016929,0.00082209986,2667
0.0014927,0.0002149,738,0.0015461,0.00016149995,804,0.0014666,0.00024099997,764,0.0014534,0.00025419996,361,0.0017076,0.0008715999,2667
0.0015394,0.00013350009,751,0.0015737,9.920006e-05,785,0.0015069,0.0001660001,735,0.0014924,0.0001805001,396,0.0016729,0.00057920034,2667
0.0015482,6.749993e-05,753,0.0015422,7.349998e-05,763,0.0014744,0.00014129991,764,0.001459,0.00015669991,387,0.0016157,0.00043899973,2667
0.0015114,0.00016399997,742,0.0014952,0.00018019998,421,0.0015595,0.00011589995,760,0.0015291,0.00014629995,744,0.0016754,0.00060639984,2667
0.001516,0.00016289996,737,0.0015131,0.00016579998,769,0.0014506,0.00022829999,773,0.0014399,0.00023899996,388,0.0016789,0.0007959999,2667
0.001515,0.00015949993,751,0.0015105,0.00016399997,785,0.0014662,0.00020829996,750,0.0014255,0.00024899992,381,0.0016745,0.0007807998,2667
0.001558,0.00015940005,782,0.0015526,0.00016480009,768,0.0015079,0.00020950008,737,0.0014698,0.00024760002,380,0.0017174,0.00078130024,2667
0.0015494,0.00015039998,765,0.0015442,0.00015560002,775,0.0014982,0.00020160002,725,0.0014602,0.00023960008,402,0.0016998,0.0007472001,2667
0.0015539,0.00015670003,738,0.0015483,0.00016229996,777,0.0014999,0.00021069997,764,0.0014632,0.00024740002,388,0.0017106,0.0007771,2667
0.0015467,0.0001523,754,0.0015401,0.00015890005,799,0.0014968,0.00020220003,697,0.0014536,0.0002454,417,0.001699,0.0007588001,2667
0.0015528,0.0001533,740,0.0015472,0.00015889993,780,0.0014778,0.00022829999,736,0.0014686,0.00023749995,411,0.0017061,0.00077799987,2667
0.0015519,0.00014470005,749,0.0015455,0.00015109999,766,0.0015016,0.00019499997,757,0.001466,0.00023060001,395,0.0016966,0.0007214,2667
0.0015545,6.860006e-05,754,0.0015485,7.4599986e-05,765,0.0015039,0.000119199976,720,0.0014656,0.00015750004,428,0.0016231,0.00041990005,2667
0.0015834,0.00015510002,776,0.0015783,0.00016019994,765,0.0015394,0.0001991,675,0.0015227,0.00021580001,451,0.0017385,0.0007302,2667
0.0015462,0.00014899997,774,0.0015395,0.00015570002,764,0.00149,0.00020519993,721,0.0014748,0.00022039993,408,0.0016952,0.00073029986,2667
0.0015519,0.00015570002,752,0.0015459,0.00016169995,781,0.0014995,0.00020809995,732,0.001464,0.00024359999,402,0.0017076,0.0007690999,2667
0.0015482,0.00014969998,729,0.0015425,0.00015540002,778,0.0014982,0.0001997,761,0.0014603,0.00023760006,399,0.0016979,0.00074240007,2667
0.0015174,0.00016579998,750,0.0015116,0.00017160003,774,0.0015091,0.00017410005,762,0.0014391,0.0002441,381,0.0016832,0.00075560005,2667
0.0015048,0.00016049994,743,0.0014981,0.00016719999,788,0.0014962,0.0001691,784,0.0014288,0.00023649994,352,0.0016653,0.0007332999,2667
0.0015072,0.00016220007,754,0.0015013,0.0001681,753,0.0014996,0.00016980001,791,0.0014342,0.00023520004,369,0.0016694,0.0007353001,2667
0.0015019,0.00015430001,727,0.0014965,0.00015970005,791,0.0014938,0.00016240007,763,0.0014243,0.00023190002,386,0.0016562,0.00070830015,2667
0.0015076,6.250001e-05,735,0.0015004,6.969995e-05,772,0.001499,7.109996e-05,795,0.0014258,0.00014429993,365,0.0015701,0.00034759985,2667
0.001509,6.4300024e-05,752,0.0014973,7.6e-05,731,0.0014929,8.040003e-05,788,0.0014236,0.00014969998,396,0.0015733,0.00037040003,2667
0.0015298,0.00017579994,774,0.0015241,0.00018149999,788,0.0014721,0.00023349992,711,0.0014809,0.00022469996,394,0.0017056,0.0008154998,2667
0.0014791,0.00015950005,758,0.0014727,0.00016589998,784,0.0014709,0.0001677,754,0.0014024,0.00023620005,371,0.0016386,0.0007293001,2667
0.0014952,0.0001679,737,0.0014904,0.00017269992,792,0.0014883,0.00017479993,742,0.0014196,0.00024349999,396,0.0016631,0.00075889984,2667
0.0015007,6.490003e-05,743,0.0014956,7.000007e-05,772,0.001493,7.260009e-05,782,0.0014171,0.00014850008,370,0.0015656,0.00035600027,2667
0.0014855,0.00015600002,749,0.0014809,0.00016060006,777,0.0014777,0.00016380008,794,0.0014087,0.00023280003,347,0.0016415,0.0007132002,2667
0.0014585,0.00014839997,726,0.0014546,0.0001523,793,0.0014511,0.00015580002,773,0.0013795,0.00022739999,375,0.0016069,0.00068389997,2667
0.001452,0.00015990005,739,0.001447,0.00016490009,786,0.0014437,0.0001682,757,0.0013742,0.00023770006,385,0.0016119,0.0007307002,2667
0.0014601,0.00015230011,743,0.0014553,0.00015710003,791,0.0014527,0.00015970005,773,0.0013835,0.0002289,360,0.0016124,0.0006980002,2667
0.0014606,0.00014770008,750,0.0014567,0.00015159999,762,0.0014531,0.00015520002,776,0.0013807,0.00022759999,379,0.0016083,0.0006821001,2667
0.0014591,6.859994e-05,756,0.001453,7.469999e-05,741,0.0014502,7.750001e-05,791,0.0013815,0.00014619995,379,0.0015277,0.00036699988,2667
0.0014936,0.00015039998,784,0.0014898,0.0001541999,802,0.0014203,0.00022369996,683,0.0014448,0.0001992,398,0.001644,0.00072749984,2667
0.001511,0.0001524,733,0.0014607,0.00020270003,728,0.0015023,0.00016109995,826,0.0014957,0.0001677,380,0.0016634,0.00068389997,2667
0.0015011,0.00014879997,754,0.0014521,0.0001978,752,0.0014942,0.00015570002,770,0.0014868,0.00016309996,391,0.0016499,0.00066539994,2667
0.0014573,0.00014459994,759,0.001411,0.00019089994,746,0.0014504,0.00015149999,756,0.0014434,0.00015849993,406,0.0016019,0.0006454998,2667
0.0014548,6.250001e-05,734,0.0014088,0.00010850001,741,0.0014483,6.900006e-05,793,0.0014416,7.5699994e-05,399,0.0015173,0.00031570008,2667
0.0014585,0.00014149991,755,0.0014128,0.00018719991,750,0.0014522,0.00014779996,771,0.0014456,0.00015440001,391,0.0016,0.0006308998,2667
