work_0,idle0,heavy_0,work_1,idle1,heavy_1,work_2,idle2,heavy_2,work_3,idle3,heavy_3,chunktime, total_idle, total_heavy
0.0031495,5.9000216e-05,2667,0.0003932,0.0028153001,0,0.0005514,0.0026571,0,0.0003585,0.00285,0,0.0032085,0.0083814,2667
0.0032037,6.189989e-05,2667,0.0003693,0.0028963,0,0.0005821,0.0026834998,0,0.0003771,0.0028885,0,0.0032656,0.0085301995,2667
0.0031368,5.2200165e-05,2667,0.0003725,0.0028165001,0,0.0005588,0.0026302,0,0.0003773,0.0028117,0,0.003189,0.0083106,2667
0.0031242,1.8900027e-05,2667,0.0003743,0.0027688001,0,0.0005795,0.0025636,0,0.0003738,0.0027693,0,0.0031431,0.0081206,2667
0.003125,0.0001242999,2667,0.000364,0.0028853,0,0.0003791,0.0028702,0,0.0005445,0.0027047999,0,0.0032493,0.0085846,2667
0.0031841,5.859998e-05,2667,0.0003616,0.0028811,0,0.0005492,0.0026935,0,0.0003632,0.0028795,0,0.0032427,0.0085127,2667
0.0033152,6.429991e-05,2667,0.0003674,0.0030121,0,0.0005749,0.0028046,0,0.0003953,0.0029842,0,0.0033795,0.0088652,2667
0.0031563,5.8199978e-05,2667,0.0003718,0.0028426999,0,0.0005457,0.0026687998,0,0.0003644,0.0028501,0,0.0032145,0.0084198,2667
0.0031373,4.559988e-05,2667,0.0003864,0.0027965,0,0.0005742,0.0026087,0,0.0003783,0.0028046,0,0.0031829,0.0082554,2667
0.0031519,6.1800005e-05,2667,0.0003771,0.0028366,0,0.0005939,0.0026198,0,0.0003612,0.0028525,0,0.0032137,0.008370699,2667
0.0031341,5.2700052e-05,2667,0.0005492,0.0026376,0,0.0003861,0.0028007,0,0.000375,0.0028118,0,0.0031868,0.0083028,2667
0.003238,2.1700049e-05,2667,0.0003623,0.0028974,0,0.0005676,0.0026921001,0,0.0003628,0.0028969,0,0.0032597,0.0085081,2667
0.0031143,0.000107500004,2667,0.0003772,0.0028446,0,0.0005446,0.0026772001,0,0.00038,0.0028418,0,0.0032218,0.0084711,2667
0.003264,7.950002e-05,2667,0.000544,0.0027995,0,0.0003636,0.0029799,0,0.0003903,0.0029532,0,0.0033435,0.0088121,2667
0.0031301,8.3500054e-05,2667,0.0003606,0.002853,0,0.0005705,0.0026431,0,0.0003566,0.002857,0,0.0032136,0.0084366,2667
0.0031206,4.61e-05,2667,0.0003744,0.0027923,0,0.0005675,0.0025992,0,0.0003711,0.0027956,0,0.0031667,0.0082332,2667
0.0032213,2.2399938e-05,2667,0.0003793,0.0028644,0,0.0006316,0.0026121,0,0.0004795,0.0027641999,0,0.0032437,0.0082631,2667
0.0031295,5.090004e-05,2667,0.0005464,0.002634,0,0.0003599,0.0028205,0,0.0003706,0.0028098,0,0.0031804,0.0083152,2667
0.0031201,4.5499997e-05,2667,0.0003776,0.0027879998,0,0.0005759,0.0025896998,0,0.0003629,0.0028026998,0,0.0031656,0.008225899,2667
0.0031164,5.059992e-05,2667,0.0003786,0.0027883998,0,0.0006138,0.0025531999,0,0.0003566,0.0028104,0,0.003167,0.008202599,2667
0.0031229,5.630008e-05,2667,0.0003738,0.0028054,0,0.0005695,0.0026097,0,0.0003725,0.0028067,0,0.0031792,0.0082781,2667
0.0031079,5.8799982e-05,2667,0.0004051,0.0027616,0,0.0006159,0.0025508,0,0.0003727,0.002794,0,0.0031667,0.0081652,2667
0.0031833,0.00014950009,2667,0.0008516,0.0024812,0,0.0006231,0.0027097,0,0.0004624,0.0028704,0,0.0033328,0.008210801,2667
0.0031314,4.939991e-05,2667,0.0003729,0.0028079,0,0.0005449,0.0026359,0,0.0003634,0.0028174,0,0.0031808,0.0083106,2667
0.0031261,4.38001e-05,2667,0.0003652,0.0028047,0,0.0005795,0.0025904002,0,0.0003795,0.0027904,0,0.0031699,0.0082293,2667
0.003128,4.9300026e-05,2667,0.0003666,0.0028107,0,0.0005687,0.0026086,0,0.0003578,0.0028195002,0,0.0031773,0.0082881,2667
0.0031115,0.00011130003,2667,0.0007452,0.0024776,0,0.0009219,0.0023009002,0,0.0004319,0.0027909002,0,0.0032228,0.0076807,2667
0.0032615,0.00013149995,2667,0.0004303,0.0029627,0,0.0010314,0.0023615998,0,0.000542,0.002851,0,0.003393,0.008306799,2667
0.0032628,0.00015940005,2667,0.0003618,0.0030604,0,0.0005622,0.00286,0,0.0003707,0.0030515,0,0.0034222,0.0091313,2667
0.0031653,0.000115500065,2667,0.0003773,0.0029035,0,0.0005469,0.0027339002,0,0.0003642,0.0029166,0,0.0032808,0.008669501,2667
0.0031461,0.00012149988,2667,0.0003655,0.0029020999,0,0.0005736,0.002694,0,0.0003614,0.0029062,0,0.0032676,0.008623799,2667
0.0031262,0.0001681,2667,0.0003735,0.0029208001,0,0.0005454,0.0027489,0,0.0003774,0.0029169,0,0.0032943,0.0087547,2667
0.0032278,0.00013000006,2667,0.0004514,0.0029064,0,0.0010941,0.0022637001,0,0.000585,0.0027728,0,0.0033578,0.0080729,2667
0.0031185,0.00016519986,2667,0.0003614,0.0029223,0,0.0005691,0.0027146,0,0.0003745,0.0029092,0,0.0032837,0.0087113,2667
0.0031129,0.00012079999,2667,0.0003794,0.0028543,0,0.0005905,0.0026432,0,0.0003629,0.0028708,0,0.0032337,0.0084891,2667
0.0031178,5.4300064e-05,2667,0.0003818,0.0027903002,0,0.0005721,0.0026,0,0.0003654,0.0028067,0,0.0031721,0.0082513,2667
0.0031185,6.419979e-05,2667,0.0006482,0.0025344999,0,0.0003829,0.0027998,0,0.0003748,0.0028078998,0,0.0031827,0.008206399,2667
0.0036561,0.00012549991,2667,0.0003799,0.0034017,0,0.0008508,0.0029308,0,0.0003727,0.0034089,0,0.0037816,0.0098669,2667
0.003122,0.0001252999,2667,0.0005615,0.0026858,0,0.0003616,0.0028857,0,0.0003828,0.0028645,0,0.0032473,0.0085613,2667
0.0031243,0.00011560018,2667,0.0003635,0.0028764,0,0.0005726,0.0026673002,0,0.0003654,0.0028745001,0,0.0032399,0.0085338,2667
0.0031195,0.00011280016,2667,0.0003856,0.0028467001,0,0.0005614,0.0026709,0,0.0003604,0.0028719,0,0.0032323,0.0085023,2667
0.0031337,0.000123,2667,0.0003755,0.0028812,0,0.0005396,0.0027171,0,0.0003656,0.0028911,0,0.0032567,0.0086124,2667
0.0031854,0.0001250999,2667,0.0004588,0.0028517,0,0.0010377,0.0022728,0,0.0005819,0.0027286,0,0.0033105,0.0079782,2667
0.0031727,0.00010099984,2667,0.0003633,0.0029103998,0,0.0005744,0.0026993,0,0.0003712,0.0029024999,0,0.0032737,0.008613199,2667
0.0031247,1.930003e-05,2667,0.0003677,0.0027763,0,0.0005443,0.0025997,0,0.0003643,0.0027796999,0,0.003144,0.008175,2667
0.0031328,0.0001224,2667,0.000679,0.0025762,0,0.0003694,0.0028858,0,0.0003592,0.0028960002,0,0.0032552,0.0084804,2667
0.0032115,0.00011000014,2667,0.0003622,0.0029593,0,0.0005424,0.0027791,0,0.000366,0.0029555,0,0.0033215,0.0088039,2667
0.0032166,5.7299854e-05,2667,0.0003604,0.0029135,0,0.0005343,0.0027396,0,0.0003629,0.0029109998,0,0.0032739,0.008621399,2667
0.003142,5.110004e-05,2667,0.000364,0.0028291,0,0.0005759,0.0026172,0,0.0003675,0.0028256,0,0.0031931,0.008323,2667
0.0031582,1.5999889e-05,2667,0.0003656,0.0028086,0,0.0005493,0.0026249,0,0.00036,0.0028142,0,0.0031742,0.0082637,2667
0.0031563,4.480011e-05,2667,0.000364,0.0028371,0,0.0005478,0.0026533,0,0.0003626,0.0028385,0,0.0032011,0.0083737,2667
0.0031227,4.920014e-05,2667,0.0003802,0.0027917,0,0.0005727,0.0025992,0,0.0003841,0.0027878,0,0.0031719,0.0082279,2667
0.0032203,1.840014e-05,2667,0.0003748,0.0028639,0,0.0005652,0.0026735002,0,0.0003733,0.0028654002,0,0.0032387,0.0084212,2667
0.0031368,4.9100025e-05,2667,0.0003776,0.0028082998,0,0.000553,0.0026329,0,0.0003759,0.00281,0,0.0031859,0.0083003,2667
0.003187,5.0700037e-05,2667,0.0003893,0.0028484,0,0.0005548,0.0026829,0,0.0003629,0.0028748,0,0.0032377,0.0084568,2667
0.0031193,6.540003e-05,2667,0.0003602,0.0028245,0,0.0005393,0.0026454,0,0.0003771,0.0028076,0,0.0031847,0.008342899,2667
0.003123,4.81999e-05,2667,0.0003663,0.0028049,0,0.0005611,0.0026101,0,0.0003644,0.0028068,0,0.0031712,0.008269999,2667
0.003195,6.3399784e-05,2667,0.0003613,0.0028970998,0,0.0005742,0.0026842,0,0.0003742,0.0028841998,0,0.0032584,0.008528899,2667
0.0032475,2.970011e-05,2667,0.0003626,0.0029146,0,0.0005397,0.0027375,0,0.0003736,0.0029036,0,0.0032772,0.0085854,2667
0.0031655,6.1e-05,2667,0.0005781,0.0026484001,0,0.0003698,0.0028567,0,0.0003631,0.0028634,0,0.0032265,0.0084295,2667
0.0031194,9.050011e-05,2667,0.0003622,0.0028477001,0,0.0005662,0.0026437002,0,0.0003709,0.0028390002,0,0.0032099,0.0084209,2667
0.0031166,1.580012e-05,2667,0.000375,0.0027574,0,0.0005576,0.0025748,0,0.0003602,0.0027722002,0,0.0031324,0.008120201,2667
0.0032361,2.1499814e-05,2667,0.0005236,0.0027339999,0,0.0003802,0.0028773998,0,0.000415,0.0028426,0,0.0032576,0.008475499,2667
0.0031099,0.00014090003,2667,0.0004078,0.002843,0,0.0005566,0.0026942,0,0.0003709,0.0028799002,0,0.0032508,0.008558,2667
0.0031121,6.5299915e-05,2667,0.0003743,0.0028031,0,0.0005814,0.002596,0,0.0003727,0.0028047,0,0.0031774,0.0082691,2667
0.0032853,5.7100086e-05,2667,0.0003666,0.0029758,0,0.0005862,0.0027562,0,0.000385,0.0029574002,0,0.0033424,0.0087465,2667
0.0039354,5.9700105e-05,2667,0.0003642,0.0036309,0,0.0006801,0.003315,0,0.0003633,0.0036318,0,0.0039951,0.010637401,2667
0.0033182,0.00010060007,2667,0.0004058,0.003013,0,0.0005517,0.0028670998,0,0.0003902,0.0030286,0,0.0034188,0.0090093,2667
0.003178,0.00012099999,2667,0.0004148,0.0028842,0,0.0003683,0.0029306998,0,0.0004997,0.0027993,0,0.003299,0.0087352,2667
0.0031543,7.750001e-05,2667,0.0003618,0.00287,0,0.0005497,0.0026821,0,0.0003755,0.0028563,0,0.0032318,0.0084859,2667
0.0031217,1.9200146e-05,2667,0.0003855,0.0027554,0,0.000557,0.0025839,0,0.0003711,0.0027698001,0,0.0031409,0.0081283,2667
0.0031232,5.479995e-05,2667,0.0003782,0.0027998,0,0.0005437,0.0026343,0,0.0003633,0.0028147,0,0.003178,0.008303599,2667
0.0032523,5.319994e-05,2667,0.0003772,0.0029282998,0,0.0005673,0.0027382,0,0.000367,0.0029385,0,0.0033055,0.0086582,2667
0.0033979,0.00017580017,2667,0.0003692,0.0032045,0,0.0005478,0.0030259,0,0.0003719,0.0032018002,0,0.0035737,0.0096080005,2667
0.0031379,0.00010449998,2667,0.0003712,0.0028712,0,0.0005484,0.002694,0,0.000382,0.0028604,0,0.0032424,0.0085301,2667
0.0031108,0.00013149995,2667,0.0003945,0.0028477998,0,0.0005719,0.0026703998,0,0.0003664,0.0028759,0,0.0032423,0.0085256,2667
0.0031142,6.7000045e-05,2667,0.0003952,0.002786,0,0.0005697,0.0026115,0,0.000365,0.0028162,0,0.0031812,0.0082807,2667
0.0032572,2.4300069e-05,2667,0.0004708,0.0028106999,0,0.0003677,0.0029138,0,0.0005005,0.002781,0,0.0032815,0.0085298,2667
0.0032123,0.00016550021,2667,0.0003632,0.0030146001,0,0.0005377,0.0028401,0,0.0003651,0.0030127,0,0.0033778,0.0090329,2667
0.003117,7.300009e-05,2667,0.0003637,0.0028263,0,0.0005563,0.0026337001,0,0.0003811,0.0028089,0,0.00319,0.008341901,2667
0.0031178,0.00012880005,2667,0.0003606,0.002886,0,0.0005628,0.0026838002,0,0.0003756,0.002871,0,0.0032466,0.0085696,2667
0.0031225,0.00012600003,2667,0.0003775,0.002871,0,0.0005787,0.0026698,0,0.0003628,0.0028857,0,0.0032485,0.0085525,2667
0.0031996,2.5300076e-05,2667,0.0003709,0.002854,0,0.0005821,0.0026428,0,0.0003646,0.0028603,0,0.0032249,0.0083824005,2667
0.0031242,5.9099868e-05,2667,0.0004482,0.0027351,0,0.0005857,0.0025976,0,0.0003618,0.0028215,0,0.0031833,0.0082133,2667
0.0031144,5.510007e-05,2667,0.0003738,0.0027957,0,0.0005783,0.0025912002,0,0.0003715,0.0027980001,0,0.0031695,0.00824,2667
0.003123,4.279986e-05,2667,0.0003808,0.002785,0,0.0005708,0.002595,0,0.0003699,0.0027959,0,0.0031658,0.0082187,2667
0.0031212,5.219993e-05,2667,0.0003583,0.0028151,0,0.0006711,0.0025022998,0,0.0003704,0.002803,0,0.0031734,0.0081726,2667
0.0032128,6.0599996e-05,2667,0.0003774,0.002896,0,0.0005701,0.0027033,0,0.0003558,0.0029176,0,0.0032734,0.0085775,2667
0.003168,2.4300069e-05,2667,0.0004346,0.0027577,0,0.0006331,0.0025592,0,0.0003601,0.0028322,0,0.0031923,0.008173401,2667
0.0033563,8.739997e-05,2667,6e-04,0.0028437,0,0.0005784,0.0028653,0,0.0003717,0.003072,0,0.0034437,0.0088684,2667
0.0031288,4.8900023e-05,2667,0.0003629,0.0028148,0,0.0005724,0.0026053002,0,0.0003806,0.0027971002,0,0.0031777,0.008266101,2667
0.0031368,9.22e-05,2667,0.0003655,0.0028634998,0,0.0005919,0.0026371,0,0.0003831,0.0028459,0,0.003229,0.0084387,2667
0.0032797,5.89001e-05,2667,0.0003615,0.0029771,0,0.0005844,0.0027542,0,0.0003761,0.0029625,0,0.0033386,0.0087527,2667
0.003173,0.0002138,2667,0.0003642,0.0030226,0,0.0005229,0.0028638998,0,0.0003698,0.003017,0,0.0033868,0.0091173,2667
0.0032586,7.469999e-05,2667,0.0003651,0.0029682,0,0.0005711,0.0027621998,0,0.0003608,0.0029725,0,0.0033333,0.0087776,2667
0.0031888,0.00011689984,2667,0.0006159,0.0026898,0,0.0005973,0.0027084,0,0.0003737,0.002932,0,0.0033057,0.0084470995,2667
0.0031985,0.00011450006,2667,0.0004048,0.0029082,0,0.0006269,0.0026861,0,0.000374,0.002939,0,0.003313,0.0086478,2667
0.0035159,2.1199929e-05,2667,0.0003891,0.003148,0,0.0005946,0.0029425002,0,0.0003631,0.003174,0,0.0035371,0.0092857,2667
0.0035667,3.7400052e-05,2667,0.0007082,0.0028959,0,0.0003765,0.0032276001,0,0.000382,0.0032221,0,0.0036041,0.009383,2667
0.0032428,5.079992e-05,2667,0.0003787,0.0029149,0,0.0005427,0.0027508999,0,0.0003617,0.0029318999,0,0.0032936,0.0086485,2667
0.0031573,5.2400166e-05,2667,0.0003771,0.0028326001,0,0.0005785,0.0026312,0,0.0003793,0.0028304001,0,0.0032097,0.0083466,2667
0.0031305,5.630008e-05,2667,0.0003573,0.0028295,0,0.00069,0.0024968,0,0.0003595,0.0028273,0,0.0031868,0.0082099,2667
0.0032171,6.150012e-05,2667,0.0003613,0.0029173,0,0.0005524,0.0027262,0,0.0003606,0.002918,0,0.0032786,0.008623,2667
0.0031409,0.00012920005,2667,0.0005654,0.0027047,0,0.0004075,0.0028626001,0,0.0005002,0.0027699,0,0.0032701,0.0084664,2667
0.0032195,0.0001509001,2667,0.0003608,0.0030096,0,0.0006254,0.0027450002,0,0.0005993,0.0027711,0,0.0033704,0.008676601,2667
0.0031598,0.00012440002,2667,0.0003631,0.0029211,0,0.000558,0.0027262,0,0.0003639,0.0029203,0,0.0032842,0.008692,2667
0.0031046,0.000109400135,2667,0.0003714,0.0028426,0,0.0006003,0.0026137,0,0.0003647,0.0028493,0,0.003214,0.0084150005,2667
0.0031505,1.5200116e-05,2667,0.0007832,0.0023825,0,0.0005996,0.0025661,0,0.0003618,0.0028039,0,0.0031657,0.0077677006,2667
0.0031114,0.0001226,2667,0.0003649,0.0028690998,0,0.0006724,0.0025616,0,0.0004011,0.0028329,0,0.003234,0.008386199,2667
0.0032401,8.299993e-05,2667,0.0003633,0.0029598,0,0.0005961,0.002727,0,0.0003876,0.0029355001,0,0.0033231,0.0087053,2667
0.0031808,4.6999892e-05,2667,0.0006283,0.0025995,0,0.0006069,0.0026208998,0,0.0003792,0.0028485998,0,0.0032278,0.008115999,2667
0.0031998,0.00010220008,2667,0.0003598,0.0029422,0,0.000595,0.002707,0,0.0003619,0.0029401,0,0.003302,0.0086915,2667
0.0031973,2.659997e-05,2667,0.0003692,0.0028547,0,0.0003615,0.0028624,0,0.0003606,0.0028633,0,0.0032239,0.008607,2667
0.0031083,0.00020010001,2667,0.0003659,0.0029425002,0,0.0007011,0.0026073,0,0.0008402,0.0024682,0,0.0033084,0.0082181,2667
0.0032169,0.00011270004,2667,0.0003723,0.0029573,0,0.0005922,0.0027374,0,0.0003746,0.002955,0,0.0033296,0.0087624,2667
0.003127,3.9599836e-05,2667,0.0003744,0.0027921998,0,0.0005711,0.0025954999,0,0.0003667,0.0027998998,0,0.0031666,0.008227199,2667
0.0031293,0.00011870009,2667,0.000561,0.002687,0,0.0003575,0.0028905,0,0.0003647,0.0028833,0,0.003248,0.0085795,2667
0.0031048,0.00017240015,2667,0.0003632,0.002914,0,0.0005294,0.0027478,0,0.0003776,0.0028996,0,0.0032772,0.008733801,2667
0.0031146,0.00011939998,2667,0.0003643,0.0028696998,0,0.0005942,0.0026397998,0,0.0003587,0.0028753,0,0.003234,0.0085042,2667
0.0031032,2.1899818e-05,2667,0.0004388,0.0026862998,0,0.0006694,0.0024557,0,0.0003856,0.0027395,0,0.0031251,0.0079034,2667
0.0032059,0.0001240999,2667,0.0003833,0.0029467,0,0.0003671,0.0029628999,0,0.0003606,0.0029694,0,0.00333,0.0090031,2667
0.0031584,6.360002e-05,2667,0.0006856,0.0025364002,0,0.0003614,0.0028606001,0,0.0003594,0.0028626001,0,0.003222,0.0083232,2667
0.0035706,6.550015e-05,2667,0.0006154,0.0030207,0,0.0003716,0.0032645,0,0.0003612,0.0032749001,0,0.0036361,0.009625601,2667
0.003445,9.330013e-05,2667,0.0009565,0.0025818,0,0.0006121,0.0029262002,0,0.0003821,0.0031562,0,0.0035383,0.0087575,2667
0.0032263,0.0207399,2667,0.0003704,0.0235958,0,0.000613,0.0233532,0,0.0005996,0.0233666,0,0.0239662,0.0910555,2667
0.0057589,0.027996399,2667,0.0011405,0.032614797,0,0.0006741,0.0330812,0,0.0006626,0.0330927,0,0.0337553,0.1267851,2667
0.0135744,0.0056751007,2667,0.0006108,0.0186387,0,0.0006064,0.0186431,0,0.0006064,0.0186431,0,0.0192495,0.0616,2667
0.0050875,4.900014e-05,2667,0.0006084,0.0045281,0,0.0006041,0.0045324,0,0.000608,0.0045285,0,0.0051365,0.013638001,2667
0.0048639,4.0099956e-05,2667,0.0006075,0.0042965002,0,0.000627,0.004277,0,0.0006071,0.0042969002,0,0.004904,0.0129105,2667
0.0048912,4.260009e-05,2667,0.000603,0.0043308,0,0.0006016,0.0043322,0,0.0006388,0.004295,0,0.0049338,0.0130006,2667
0.0048917,6.360002e-05,2667,0.0006189,0.0043364,0,0.0006122,0.0043431,0,0.000608,0.0043473,0,0.0049553,0.0130904,2667
0.0049414,4.79999e-05,2667,0.0006184,0.004371,0,0.000616,0.0043734,0,0.0006146,0.0043748002,0,0.0049894,0.013167201,2667
0.0048608,4.1899737e-05,2667,0.0006097,0.004293,0,0.0006051,0.0042976,0,0.0006035,0.0042992,0,0.0049027,0.0129317,2667
0.0050543,0.0064189998,2667,0.0006045,0.0108688,0,0.0006096,0.0108637,0,0.000604,0.0108693,0,0.0114733,0.0390208,2667
0.0048747,0.00012249965,2667,0.0006119,0.0043853,0,0.0006029,0.0043943,0,0.0006061,0.0043911,0,0.0049972,0.013293199,2667
0.0039392,0.00019549998,2667,0.0006098,0.0035249002,0,0.0006076,0.0035271002,0,0.0006063,0.0035284,0,0.0041347,0.0107759,2667
0.0032765,7.320009e-05,2667,0.0005741,0.0027756,0,0.0003972,0.0029525,0,0.0006068,0.0027429,0,0.0033497,0.0085442,2667
0.003424,8.1100035e-05,2667,0.0003993,0.0031058001,0,0.0005684,0.0029367,0,0.0004117,0.0030934,0,0.0035051,0.009217,2667
0.0032222,5.579996e-05,2667,0.0005652,0.0027128002,0,0.0004102,0.0028678,0,0.0006615,0.0026165,0,0.003278,0.0082529,2667
0.0031547,0.0006256001,2667,0.0006177,0.0031626,0,0.00062,0.0031603,0,0.0006484,0.0031319,0,0.0037803,0.0100804,2667
0.0052325,5.2700285e-05,2667,0.0006046,0.0046806,0,0.001487,0.0037982003,0,0.0006317,0.0046535004,0,0.0052852,0.013185001,2667
0.0049307,9.580003e-05,2667,0.0006186,0.0044079004,0,0.0006264,0.0044001,0,0.0006275,0.004399,0,0.0050265,0.013302801,2667
0.0036292,0.00011140015,2667,0.0003685,0.0033721002,0,0.0003709,0.0033697002,0,0.0006461,0.0030945002,0,0.0037406,0.0099477,2667
